Country,Region,University_Name,Degree_Level,Field_of_Study,Graduation_Year,Employment_Rate_6_Months (%),Employment_Rate_12_Months (%),Average_Starting_Salary_USD,Top_Industry,Job_Role,Skill_1,Skill_2,Skill_3,Skill_Demand_Score (1–100),Remote_Work_Availability (%),Employer_Reputation_Score (1–100),Year
India,Asia-Pacific,IIT Delhi,PhD,Engineering,2020,83.1,85.5,36900,Manufacturing/Construction,Robotics Engineer,Lean Six Sigma,SolidWorks,Project Management,68,62.5,78,2020
Canada,North America,McGill University,Master,Data Science & AI,2021,99.0,100.0,96200,Technology/Consulting,Data Analyst,Machine Learning,R,Deep Learning,63,56.6,66,2021
Brazil,Latin America,University of São Paulo,Master,Natural Sciences,2019,80.9,87.3,18900,Research/Academia,Environmental Scientist,Experimental Design,Scientific Writing,Laboratory Skills,56,6.1,66,2019
UK,Europe,Imperial College London,PhD,Engineering,2021,73.4,78.1,92400,Manufacturing/Construction,Civil Engineer,MATLAB,AutoCAD,SolidWorks,48,56.6,46,2021
South Africa,Middle East & Africa,University of Cape Town,Master,Social Sciences,2025,79.2,83.1,36500,Government/NGO,Policy Analyst,Qualitative Research,Communication,Data Analysis,72,81.3,74,2025
UK,Europe,Imperial College London,Master,Social Sciences,2025,78.5,84.3,59200,Government/NGO,Policy Analyst,Qualitative Research,Communication,Public Policy,58,77.4,73,2025
Mexico,Latin America,UNAM,Master,Healthcare & Medicine,2017,92.1,97.7,27200,Healthcare,Biomedical Researcher,Clinical Research,Diagnostics,Patient Care,54,13.0,71,2017
Mexico,Latin America,UNAM,PhD,Data Science & AI,2021,84.3,93.1,30900,Technology/Consulting,AI Consultant,Data Visualization,Big Data,R,82,59.5,64,2021
Brazil,Latin America,University of São Paulo,PhD,Healthcare & Medicine,2015,90.7,100.0,38200,Healthcare,Medical Doctor,Diagnostics,Patient Care,Clinical Research,52,7.3,45,2015
UAE,Middle East & Africa,Khalifa University,Master,Data Science & AI,2020,90.4,96.9,97900,Technology/Consulting,AI Consultant,Machine Learning,Deep Learning,R,88,35.4,80,2020
Canada,North America,UBC,Bachelor,Data Science & AI,2018,85.0,92.4,63400,Technology/Consulting,AI Consultant,NLP,Machine Learning,Data Visualization,74,12.6,76,2018
Saudi Arabia,Middle East & Africa,King Abdulaziz University,PhD,Natural Sciences,2025,75.2,79.0,87500,Research/Academia,Biologist,Scientific Writing,Experimental Design,Statistical Analysis,66,81.7,76,2025
Mexico,Latin America,UNAM,Master,Business & Finance,2020,88.0,92.3,33400,Finance/Consulting,Investment Banker,Market Research,Financial Modeling,Strategic Planning,62,44.5,79,2020
Japan,Asia-Pacific,Kyoto University,PhD,Healthcare & Medicine,2019,99.0,100.0,82300,Healthcare,Biomedical Researcher,Patient Care,Medical Coding,Diagnostics,67,16.0,78,2019
Argentina,Latin America,University of Buenos Aires,PhD,Business & Finance,2016,82.3,84.0,20900,Finance/Consulting,Financial Analyst,Excel,Data Analysis,Market Research,56,9.2,69,2016
Sweden,Europe,KTH Royal Institute of Technology,PhD,Data Science & AI,2024,90.7,95.2,125400,Technology/Consulting,Data Analyst,Machine Learning,Data Visualization,Big Data,88,61.6,66,2024
China,Asia-Pacific,Peking University,Bachelor,Data Science & AI,2024,87.1,93.8,34200,Technology/Consulting,Machine Learning Engineer,Data Visualization,NLP,Machine Learning,92,74.1,70,2024
USA,North America,MIT,Master,Social Sciences,2019,81.2,92.1,60400,Government/NGO,Sociologist,Data Analysis,Qualitative Research,Public Policy,76,10.3,72,2019
South Africa,Middle East & Africa,University of Cape Town,PhD,Computer Science,2025,89.0,94.7,51900,Technology,Cybersecurity Analyst,Cloud Computing,React,Cybersecurity,84,90.0,93,2025
Germany,Europe,Heidelberg University,Master,Business & Finance,2023,81.8,83.4,86800,Finance/Consulting,Investment Banker,Excel,Data Analysis,Strategic Planning,73,58.6,63,2023
France,Europe,Ecole Polytechnique,PhD,Social Sciences,2025,88.1,92.2,80200,Government/NGO,Human Resources Specialist,Data Analysis,Qualitative Research,Public Policy,65,83.0,52,2025
South Africa,Middle East & Africa,University of Cape Town,Master,Engineering,2024,73.2,79.6,36300,Manufacturing/Construction,Civil Engineer,MATLAB,Project Management,AutoCAD,71,85.6,55,2024
South Africa,Middle East & Africa,University of Cape Town,Master,Healthcare & Medicine,2015,91.5,96.6,28400,Healthcare,Pharmacist,Medical Coding,Patient Care,Diagnostics,48,8.6,95,2015
Australia,Asia-Pacific,University of Melbourne,PhD,Business & Finance,2021,92.9,100.0,110900,Finance/Consulting,Management Consultant,Financial Modeling,Strategic Planning,Excel,79,39.3,78,2021
USA,North America,UC Berkeley,Bachelor,Engineering,2018,71.7,79.7,64000,Manufacturing/Construction,Electrical Engineer,MATLAB,SolidWorks,AutoCAD,53,5.0,63,2018
Canada,North America,University of Toronto,Master,Business & Finance,2024,77.8,82.3,83700,Finance/Consulting,Marketing Manager,Data Analysis,Financial Modeling,Strategic Planning,85,73.3,94,2024
Israel,Middle East & Africa,Technion,Master,Computer Science,2023,93.2,99.7,98300,Technology,Cloud Architect,Cloud Computing,React,SQL,86,82.9,78,2023
China,Asia-Pacific,Fudan University,PhD,Engineering,2022,84.5,91.0,51200,Manufacturing/Construction,Robotics Engineer,MATLAB,Lean Six Sigma,SolidWorks,61,61.3,60,2022
USA,North America,UC Berkeley,Bachelor,Engineering,2024,72.2,74.2,72100,Manufacturing/Construction,Mechanical Engineer,SolidWorks,AutoCAD,Lean Six Sigma,74,55.1,60,2024
Mexico,Latin America,UNAM,PhD,Natural Sciences,2015,81.6,82.9,21300,Research/Academia,Environmental Scientist,Laboratory Skills,Statistical Analysis,Experimental Design,54,5.0,86,2015
Argentina,Latin America,University of Buenos Aires,PhD,Computer Science,2022,92.5,97.5,29400,Technology,Data Scientist,Cybersecurity,DevOps,SQL,86,60.4,63,2022
South Africa,Middle East & Africa,University of Cape Town,PhD,Computer Science,2021,95.3,98.8,52200,Technology,AI Researcher,React,Java,Python,86,61.9,80,2021
Saudi Arabia,Middle East & Africa,King Abdulaziz University,Master,Business & Finance,2025,82.1,85.2,84400,Finance/Consulting,Marketing Manager,Strategic Planning,Excel,Financial Modeling,61,90.0,84,2025
Brazil,Latin America,University of São Paulo,PhD,Natural Sciences,2020,87.9,90.6,47800,Research/Academia,Physicist,Experimental Design,Laboratory Skills,Statistical Analysis,52,62.8,66,2020
Brazil,Latin America,University of São Paulo,PhD,Healthcare & Medicine,2018,88.2,96.3,42300,Healthcare,Biomedical Researcher,Medical Coding,Clinical Research,Diagnostics,61,6.1,55,2018
China,Asia-Pacific,Tsinghua University,PhD,Computer Science,2016,93.2,99.9,55900,Technology,Cloud Architect,Cloud Computing,Java,Python,77,8.7,61,2016
Mexico,Latin America,UNAM,Master,Social Sciences,2019,78.5,83.2,18900,Government/NGO,Economist,Qualitative Research,Data Analysis,Communication,58,5.5,79,2019
South Korea,Asia-Pacific,KAIST,Master,Natural Sciences,2016,77.0,81.3,41900,Research/Academia,Chemist,Scientific Writing,Experimental Design,Laboratory Skills,54,10.4,76,2016
USA,North America,UC Berkeley,PhD,Social Sciences,2018,89.5,95.1,86200,Government/NGO,Sociologist,Communication,Data Analysis,Qualitative Research,45,8.7,54,2018
Saudi Arabia,Middle East & Africa,King Abdulaziz University,Bachelor,Healthcare & Medicine,2017,99.0,100.0,63200,Healthcare,Biomedical Researcher,Medical Coding,Clinical Research,Patient Care,62,11.3,75,2017
Argentina,Latin America,University of Buenos Aires,PhD,Natural Sciences,2016,82.6,85.9,13500,Research/Academia,Environmental Scientist,Statistical Analysis,Scientific Writing,Experimental Design,54,9.7,99,2016
UAE,Middle East & Africa,Khalifa University,Bachelor,Social Sciences,2017,81.4,85.9,46700,Government/NGO,Sociologist,Qualitative Research,Public Policy,Communication,70,9.9,74,2017
France,Europe,PSL University,Master,Computer Science,2016,89.2,94.3,63900,Technology,Cloud Architect,Cybersecurity,DevOps,SQL,52,5.0,75,2016
France,Europe,Ecole Polytechnique,Master,Natural Sciences,2020,83.0,86.6,64600,Research/Academia,Environmental Scientist,Experimental Design,Statistical Analysis,Scientific Writing,45,47.8,61,2020
Singapore,Asia-Pacific,NUS,Bachelor,Data Science & AI,2025,91.9,97.9,94500,Technology/Consulting,Machine Learning Engineer,R,NLP,Big Data,90,90.0,68,2025
USA,North America,Georgia Tech,PhD,Natural Sciences,2020,78.2,78.4,93700,Research/Academia,Environmental Scientist,Laboratory Skills,Experimental Design,Statistical Analysis,58,55.2,80,2020
Switzerland,Europe,ETH Zurich,PhD,Data Science & AI,2017,89.3,96.3,146800,Technology/Consulting,Data Analyst,Machine Learning,Deep Learning,NLP,72,17.9,55,2017
Argentina,Latin America,University of Buenos Aires,PhD,Data Science & AI,2016,88.8,90.8,25700,Technology/Consulting,Machine Learning Engineer,Big Data,R,Data Visualization,62,10.5,59,2016
South Korea,Asia-Pacific,Seoul National University,Bachelor,Computer Science,2016,95.4,97.0,24900,Technology,Data Scientist,Cloud Computing,React,Cybersecurity,77,10.2,100,2016
Germany,Europe,Heidelberg University,Master,Computer Science,2016,88.7,92.3,77200,Technology,Data Scientist,Python,Java,DevOps,87,5.0,72,2016
Saudi Arabia,Middle East & Africa,King Abdulaziz University,Bachelor,Engineering,2015,78.3,84.0,44700,Manufacturing/Construction,Electrical Engineer,Lean Six Sigma,SolidWorks,Project Management,51,12.3,72,2015
Mexico,Latin America,UNAM,PhD,Healthcare & Medicine,2015,93.5,97.1,35100,Healthcare,Pharmacist,Diagnostics,Medical Coding,Patient Care,50,6.4,58,2015
USA,North America,UC Berkeley,Master,Engineering,2024,80.7,85.7,97000,Manufacturing/Construction,Robotics Engineer,MATLAB,AutoCAD,Project Management,77,75.0,72,2024
Argentina,Latin America,University of Buenos Aires,PhD,Business & Finance,2017,80.0,85.1,27400,Finance/Consulting,Investment Banker,Financial Modeling,Data Analysis,Market Research,64,10.9,73,2017
Australia,Asia-Pacific,ANU,PhD,Business & Finance,2023,92.8,96.5,111900,Finance/Consulting,Marketing Manager,Financial Modeling,Excel,Market Research,49,78.6,68,2023
Saudi Arabia,Middle East & Africa,King Abdulaziz University,Bachelor,Natural Sciences,2025,77.3,86.0,51100,Research/Academia,Biologist,Statistical Analysis,Experimental Design,Scientific Writing,73,90.0,72,2025
Mexico,Latin America,UNAM,Master,Data Science & AI,2016,98.2,100.0,29000,Technology/Consulting,NLP Specialist,Big Data,NLP,Machine Learning,57,14.3,77,2016
Canada,North America,UBC,PhD,Natural Sciences,2018,85.4,89.6,78200,Research/Academia,Physicist,Laboratory Skills,Statistical Analysis,Scientific Writing,56,9.3,61,2018
Israel,Middle East & Africa,Technion,Bachelor,Data Science & AI,2017,82.9,92.7,74200,Technology/Consulting,Machine Learning Engineer,R,Machine Learning,Data Visualization,82,5.0,66,2017
USA,North America,Harvard,PhD,Healthcare & Medicine,2016,95.0,98.0,112500,Healthcare,Pharmacist,Patient Care,Diagnostics,Clinical Research,52,9.4,58,2016
Brazil,Latin America,University of São Paulo,Master,Engineering,2016,85.8,87.5,22900,Manufacturing/Construction,Civil Engineer,MATLAB,Project Management,AutoCAD,56,14.0,66,2016
Argentina,Latin America,University of Buenos Aires,Master,Engineering,2021,87.1,90.7,22800,Manufacturing/Construction,Mechanical Engineer,AutoCAD,Project Management,Lean Six Sigma,55,45.0,87,2021
Argentina,Latin America,University of Buenos Aires,PhD,Social Sciences,2023,76.0,83.0,30200,Government/NGO,Policy Analyst,Data Analysis,Qualitative Research,Communication,74,85.5,75,2023
Switzerland,Europe,ETH Zurich,Bachelor,Natural Sciences,2020,85.7,92.1,72500,Research/Academia,Chemist,Statistical Analysis,Scientific Writing,Experimental Design,82,49.6,72,2020
UAE,Middle East & Africa,Khalifa University,Master,Data Science & AI,2022,88.3,90.5,87600,Technology/Consulting,NLP Specialist,Deep Learning,R,Machine Learning,81,69.3,69,2022
Japan,Asia-Pacific,Kyoto University,Master,Healthcare & Medicine,2018,92.9,97.1,70800,Healthcare,Biomedical Researcher,Medical Coding,Clinical Research,Diagnostics,56,12.4,72,2018
Canada,North America,University of Toronto,Bachelor,Engineering,2023,76.2,80.3,65900,Manufacturing/Construction,Electrical Engineer,Project Management,Lean Six Sigma,AutoCAD,88,82.3,47,2023
Australia,Asia-Pacific,ANU,PhD,Social Sciences,2022,83.4,90.2,71000,Government/NGO,Human Resources Specialist,Public Policy,Data Analysis,Qualitative Research,58,70.2,70,2022
Canada,North America,McGill University,Bachelor,Natural Sciences,2022,83.8,87.7,53800,Research/Academia,Biologist,Laboratory Skills,Experimental Design,Scientific Writing,61,66.7,69,2022
Argentina,Latin America,University of Buenos Aires,Bachelor,Healthcare & Medicine,2019,93.5,99.7,28900,Healthcare,Pharmacist,Clinical Research,Diagnostics,Patient Care,57,14.4,65,2019
Canada,North America,University of Toronto,Master,Data Science & AI,2023,86.7,93.7,97600,Technology/Consulting,Data Analyst,Deep Learning,Big Data,R,88,89.8,100,2023
Netherlands,Europe,University of Amsterdam,PhD,Data Science & AI,2016,93.3,96.4,98100,Technology/Consulting,NLP Specialist,Big Data,Data Visualization,NLP,81,11.1,78,2016
Argentina,Latin America,University of Buenos Aires,Bachelor,Computer Science,2021,85.9,89.0,28400,Technology,AI Researcher,Cloud Computing,Java,SQL,79,58.2,78,2021
Israel,Middle East & Africa,Technion,Bachelor,Social Sciences,2022,83.8,86.4,47300,Government/NGO,Economist,Qualitative Research,Public Policy,Communication,55,58.8,61,2022
France,Europe,Ecole Polytechnique,PhD,Natural Sciences,2022,84.4,93.0,81600,Research/Academia,Biologist,Scientific Writing,Statistical Analysis,Experimental Design,61,58.8,88,2022
USA,North America,Harvard,PhD,Data Science & AI,2023,99.0,100.0,144500,Technology/Consulting,NLP Specialist,Machine Learning,Big Data,R,62,81.8,83,2023
UK,Europe,Oxford,Master,Business & Finance,2015,71.7,75.4,68000,Finance/Consulting,Marketing Manager,Excel,Market Research,Financial Modeling,44,5.8,96,2015
Canada,North America,UBC,PhD,Data Science & AI,2024,92.8,98.9,126800,Technology/Consulting,NLP Specialist,NLP,R,Data Visualization,93,46.7,60,2024
USA,North America,MIT,Bachelor,Business & Finance,2024,82.0,86.4,75500,Finance/Consulting,Marketing Manager,Data Analysis,Market Research,Strategic Planning,68,59.2,65,2024
Japan,Asia-Pacific,Kyoto University,Master,Data Science & AI,2022,98.3,100.0,82500,Technology/Consulting,Data Analyst,Deep Learning,Big Data,Data Visualization,70,72.6,80,2022
Netherlands,Europe,TU Delft,Master,Healthcare & Medicine,2020,81.1,88.0,79100,Healthcare,Biomedical Researcher,Medical Coding,Diagnostics,Clinical Research,54,43.5,71,2020
UAE,Middle East & Africa,Khalifa University,PhD,Business & Finance,2023,82.4,87.3,116700,Finance/Consulting,Marketing Manager,Excel,Data Analysis,Financial Modeling,81,63.4,82,2023
Argentina,Latin America,University of Buenos Aires,PhD,Social Sciences,2021,78.0,83.0,21300,Government/NGO,Human Resources Specialist,Public Policy,Data Analysis,Communication,68,63.5,92,2021
Israel,Middle East & Africa,Technion,PhD,Natural Sciences,2022,78.1,82.4,91100,Research/Academia,Biologist,Experimental Design,Statistical Analysis,Scientific Writing,52,57.8,64,2022
Brazil,Latin America,University of São Paulo,PhD,Healthcare & Medicine,2021,82.0,85.5,49600,Healthcare,Pharmacist,Patient Care,Diagnostics,Clinical Research,54,61.9,53,2021
Argentina,Latin America,University of Buenos Aires,PhD,Natural Sciences,2022,82.4,89.4,26800,Research/Academia,Physicist,Laboratory Skills,Scientific Writing,Experimental Design,69,61.2,61,2022
Brazil,Latin America,University of São Paulo,Bachelor,Engineering,2023,81.2,87.3,17600,Manufacturing/Construction,Civil Engineer,Lean Six Sigma,SolidWorks,AutoCAD,50,57.7,73,2023
Canada,North America,UBC,PhD,Engineering,2019,78.0,81.9,94300,Manufacturing/Construction,Civil Engineer,Project Management,Lean Six Sigma,AutoCAD,39,16.9,50,2019
UK,Europe,Cambridge,Bachelor,Healthcare & Medicine,2024,89.8,97.4,74500,Healthcare,Pharmacist,Patient Care,Diagnostics,Medical Coding,60,80.6,44,2024
Canada,North America,UBC,Bachelor,Natural Sciences,2021,83.0,84.4,43300,Research/Academia,Physicist,Scientific Writing,Experimental Design,Laboratory Skills,59,60.1,81,2021
Argentina,Latin America,University of Buenos Aires,PhD,Engineering,2018,75.1,81.1,23100,Manufacturing/Construction,Robotics Engineer,MATLAB,SolidWorks,Lean Six Sigma,69,6.7,57,2018
India,Asia-Pacific,IISc Bangalore,Master,Computer Science,2017,94.1,100.0,23600,Technology,Cybersecurity Analyst,Cybersecurity,Cloud Computing,Java,61,5.0,100,2017
USA,North America,UC Berkeley,Master,Data Science & AI,2023,92.5,96.1,112300,Technology/Consulting,NLP Specialist,Big Data,R,NLP,90,79.6,74,2023
India,Asia-Pacific,IIT Bombay,Bachelor,Healthcare & Medicine,2025,88.4,92.8,36400,Healthcare,Public Health Specialist,Clinical Research,Patient Care,Diagnostics,72,90.0,73,2025
Japan,Asia-Pacific,University of Tokyo,PhD,Natural Sciences,2015,84.6,88.8,52100,Research/Academia,Environmental Scientist,Scientific Writing,Laboratory Skills,Statistical Analysis,44,10.2,55,2015
India,Asia-Pacific,IIT Delhi,Master,Natural Sciences,2015,68.2,76.7,13900,Research/Academia,Environmental Scientist,Experimental Design,Scientific Writing,Statistical Analysis,55,9.4,59,2015
Israel,Middle East & Africa,Technion,PhD,Engineering,2015,79.4,85.8,72700,Manufacturing/Construction,Mechanical Engineer,Project Management,Lean Six Sigma,AutoCAD,59,13.2,72,2015
UK,Europe,LSE,Bachelor,Computer Science,2024,88.4,95.5,75400,Technology,Cybersecurity Analyst,React,Cloud Computing,Cybersecurity,84,71.2,54,2024
Brazil,Latin America,University of São Paulo,PhD,Natural Sciences,2022,86.3,89.8,30700,Research/Academia,Chemist,Experimental Design,Laboratory Skills,Statistical Analysis,53,67.1,74,2022
Canada,North America,University of Toronto,Master,Healthcare & Medicine,2020,93.8,97.3,89500,Healthcare,Pharmacist,Diagnostics,Clinical Research,Medical Coding,60,41.3,56,2020
Israel,Middle East & Africa,Hebrew University of Jerusalem,Master,Computer Science,2021,87.8,96.9,83100,Technology,Data Scientist,Python,Java,React,77,62.3,62,2021
UAE,Middle East & Africa,Khalifa University,Bachelor,Computer Science,2020,94.5,100.0,69500,Technology,Data Scientist,Python,React,SQL,83,53.8,75,2020
Israel,Middle East & Africa,Hebrew University of Jerusalem,Master,Social Sciences,2016,73.2,78.8,62700,Government/NGO,Economist,Qualitative Research,Public Policy,Communication,54,5.3,78,2016
